"食物
（每100克）","能量
（kal）","蛋白质
（克）","糖类
（克）","脂肪
（克）","水分
（克）","纤维
（克）","灰份
（克）","VA
（微克）","胡萝卜素
（微克）","视黄醇当量
（微克）","VB1
（毫克）","VB2
（毫克）","烟酸
（毫克）","VC
（毫克）","VE
（毫克）","钾
（毫克）","钠
（毫克）","钙
（毫克）","镁
（毫克）","铁
（毫克）","锰
（毫克）","锌
（毫克）","铜
（毫克）","磷
（毫克）","硒
（微克）"
牛乳(原料奶),50,4.1,2.7,2.5,90,0,0.7,0,0,0,0.02,0.09,0.2,2,0,107,28.8,77,6,0.7,0,0.62,0.02,81,2.06
牛乳粉(母乳化奶粉),510,14.5,51.9,27.1,2.9,0,3.6,303,0,303,0.35,1.16,0.5,5,0.18,643,168.7,251,69,8.3,0.11,1.82,0.03,354,71.1
牛乳粉(强化维生素),484,19.9,49.9,22.7,2.8,0,4.7,77,0,77,0.28,6.68,0.5,9,0.48,1910,567.8,1797,22,1.4,0.02,3.71,0.11,324,16.8
牛乳粉(全脂),478,20.1,51.7,21.2,2.3,0,4.7,141,0,141,0.11,0.73,0.9,4,0.48,449,260.1,676,79,1.2,0.09,3.14,0.09,469,11.8
"牛乳粉(全脂,速溶)",466,19.9,54,18.9,2.3,0,4.9,272,0,272,0.08,0.8,0.5,7,1.29,541,247.6,659,73,2.9,0.05,2.16,0.12,571,7.98
牛乳粉(脱脂),510,14.5,51.9,27.1,2.9,0,3.6,303,0,303,0.35,1.16,0.5,5,0.18,643,168.7,251,69,8.3,0.11,1.82,0.03,354,71.1
牛乳粉(婴儿奶粉),443,19.8,57,15.1,3.7,0,4.4,28,0,28,0.12,1.25,0.4,0,3.29,703,9.4,998,100,5.2,0.33,3.5,0.2,457,23.71
牛舌,196,17,2,13.3,66.7,0,1,8,0,8,0.1,0.16,3.6,0,0.55,236,58.4,6,18,3.1,0.03,3.39,0.09,151,13.84
牛肾,94,15.6,2.6,2.4,78.3,0,1.1,88,0,88,0.24,0.85,7.7,0,0.19,190,180.8,8,13,9.4,0.06,2.17,0.16,214,70.25
牛蹄筋,151,38.4,0,0.5,62,0,0.8,0,0,0,0.07,0.13,0.7,0,0,23,153.6,5,10,3.2,0,0.81,0,150,1.7
牛蹄筋(熟),147,35.2,0.1,0.6,64,0,0.1,0,0,0,0,0,0,0,0,48,99.3,13,8,1.7,0.04,0.99,0.04,22,4.35
牛楔乙只,144,15.9,0,9,74.2,0,1.1,32,0,32,0,0.07,3,0,0.88,275,67.5,13,44,2.1,0.06,1,0.05,158,22.02
牛心,106,15.4,3.1,3.5,77.2,0,0.8,17,0,17,0.26,0.39,6.8,5,0.19,282,47.9,4,25,5.9,0.06,2.41,0.37,178,14.8
牛血,52,12.6,0.5,0,86.1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牛油,835,0,1.8,92,6.2,0,0,54,0,54,0,0,0,0,0,3,9.4,9,1,3,0,0.79,0.01,9,0
牛油,742,0,0,82.7,17.7,0,0.1,534,0,534,0.01,0.06,0.1,0,3.71,43,18,1,2,1,0.02,0.8,0.02,14,0.56
牛油(炼),297,7.5,9.5,25.4,52.5,0,1.9,5,0,5,0.06,0.15,1,0,0.27,92,561.5,13,9,1.9,0.18,1.8,0.04,74,3.5
牛油(炼),898,0,0.1,99.7,0.2,0,0,89,0,89,0,0.03,0.2,0,4.6,0,0,0,0,0,0,0,0,0,0
牛杂割,156,22,0,8,69.7,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
糯谷(早糯),344,7.1,79,0,11.3,1.2,1.4,0,40,7,0.19,0.04,0.7,0,0.13,0,4.1,19,149,3,0,4.92,0.53,297,1.98
糯米（江米）,348,7.3,77.5,1,12.6,0.8,0.8,0,0,0,0.11,0.04,2.3,0,1.29,137,1.5,26,49,1.4,1.54,1.54,0.25,113,2.71
糯米(粳),343,7.9,76,0.8,13.8,0.7,0.8,0,0,0,0.2,0.05,1.7,0,0.08,125,2.8,21,42,1.9,1.56,1.77,0.24,94,3.3
糯米(籼),352,7.9,77.5,1.1,12.3,0.5,0.7,0,0,0,0.19,0.04,2.3,0,0,132,1.9,14,52,1.8,1.31,1.52,0.17,82,2.4
糯香酒(6.4度),36,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,7,1.3,9,6,0.1,0,0,0.29,12,0
藕粉,372,0.2,92.9,0,6.4,0.1,0.4,0,0,0,0,0.01,0.4,0,0,35,10.8,8,2,41.8,0.28,0.15,0.22,9,2.1
藕粉,372,0.2,92.9,0,6.4,0.1,0.4,0,0,0,0,0.01,0.4,0,0,35,10.8,8,2,17.9,0.28,0.15,0.22,9,2.1
藕粉(桂花藕粉),344,0.4,85.3,0.1,13.6,0,0.6,0,0,0,0,0.01,0.2,0,0,14,6.5,36,5,20.8,0.34,0.23,0.05,13,0.39
排骨(猪),278,16.7,0.7,23.1,58.1,0,1.4,5,0,5,0.3,0.16,4.5,0,0.11,230,62.6,14,14,1.4,0.02,3.36,0.17,135,11.05
胖头鱼,100,15.3,4.7,2.2,76.5,0,1.3,34,0,34,0.04,0.11,2.8,0,2.65,229,60.6,82,26,0.8,0.08,0.76,0.07,180,19.47
胖子,102,17.8,0,3.6,77.8,0,1.2,20,0,20,0.03,0.07,2.5,0,1.23,277,57.5,53,23,1.4,0.09,1.17,0.06,190,15.68
泡泡糖,360,0.2,89.8,0,9.7,0,0.3,0,0,0,0.04,0.09,0.5,0,0,0,20.6,6,3,0,0,0.08,0.03,4,0
皮蛋,171,14.2,4.5,10.7,68.4,0,2.2,215,0,215,0.06,0.18,0.1,0,3.05,152,542.7,63,13,3.3,0.06,1.48,0.12,165,25.24
枇杷,39,0.8,8.5,0.2,89.3,0.8,0.4,0,700,117,0.01,0.03,0.3,8,0.24,122,4,17,10,1.1,0.34,0.21,0.06,8,0.72
啤酒,36,0.5,0,0,0,0,0.1,0,0,0,0,0.02,0,0,0,117,24.9,0,0,0,0,0,0,0,0
琵琶虾,81,11.6,4.8,1.7,80.6,0,1.3,0,0,0,0.04,0.04,0.9,0,3.18,132,136.6,22,32,1.7,0.11,3.31,2.99,206,46.55
片口角,105,20.8,0,3.2,75.9,0,1.9,0,0,0,0.11,0,4.5,0,0.5,317,66.7,55,55,1,0.04,0.53,0.02,178,36.97
瓢儿菜,15,1.7,1.6,0.2,94.1,1.6,0.8,0,1200,200,0,0.03,0.5,10,0,245,56.9,59,91,1.8,0,0.54,0.06,36,3.4
苤蓝,30,1.3,5.7,0.2,90.8,1.3,0.7,0,20,3,0.04,0.02,0.5,41,0.13,190,29.8,25,24,0.3,0.11,0.17,0.02,46,0.16
苤蓝丝(酱),39,5.5,4.2,0,73.4,1.5,15.4,0,0,0,0.08,0.05,0.9,0,0.15,147,4981.3,38,52,2.7,0.63,1.04,0.03,120,2.4
平菇(鲜),20,1.9,2.3,0.3,92.5,2.32,0.7,0,10,2,0,0.16,3.1,4,0.79,258,3.8,5,14,1,0.07,0.61,0.08,86,1.07
平鱼,142,18.5,0,7.8,72.8,0,1.4,24,0,24,0.04,0.07,2.1,0,1.26,328,62.5,46,39,1.1,0.07,0.8,0.14,155,27.21
苹果,52,0.2,12.3,0.2,85.9,1.2,0.2,0,20,3,0.06,0.02,0.2,4,2.12,119,1.6,4,4,0.3,0.03,0.19,0.06,12,0.12
苹果(伏苹果),45,0.5,10.6,0.1,87.3,1.2,0.3,0,0,0,0.04,0.04,0.4,2,0.15,78,1.3,15,8,0.3,0.03,0.06,0.07,7,0.1
苹果(国光苹果),54,0.3,12.5,0.3,85.9,0.8,0.2,0,60,10,0.02,0.03,0.2,4,0.11,83,1.3,8,7,0.3,0.03,0.14,0.07,14,0.1
苹果(旱),30,0.4,6.7,0.2,90.8,1.7,0.2,0,0,0,0.01,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0,0
苹果(红福士苹果),45,0.7,9.6,0.4,86.9,2.1,0.3,0,600,100,0.01,0,0,2,1.46,115,0.7,3,5,0.7,0.05,0,0.06,11,0.98
苹果(红香蕉苹果),49,0.4,11.4,0.2,86.9,0.9,0.2,0,100,17,0.01,0.02,0.1,3,0.36,85,2,5,3,0.6,0.02,0.02,0.22,8,0.14
苹果(红星苹果),57,0.4,13.5,0.1,85,0.8,0.2,0,10,2,0,0.02,0,1,0.21,0,2.3,2,3,0.2,0.01,0.02,0.05,4,2.31
苹果(红玉苹果),43,0.2,10,0.2,84.7,4.7,0.2,0,10,2,0.02,0.02,0.5,0,0,0,0,0,0,0,0,0,0,0,0
苹果(红元帅苹果),59,0.2,13.7,0.4,84.9,0.6,0.2,0,40,7,0.02,0.01,0.2,3,0.02,58,0.7,2,8,0.3,0,0.09,0.04,1,0
苹果(黄香蕉苹果),49,0.3,11.5,0.2,85.6,2.2,0.2,0,20,3,0,0.03,0.3,4,0.79,84,0.8,10,5,0.3,0.03,0.02,0.16,7,0
苹果(黄元帅苹果),55,0.2,12.9,0.3,84.6,1.8,0.2,0,90,15,0.02,0.02,0.1,4,0.21,184,0.6,5,3,0.3,0.02,0.03,0.13,5,0.01
苹果(金元帅苹果),50,0.2,12.2,0.1,86.2,1.1,0.2,0,90,15,0.05,0.01,0.1,4,0.61,72,1.7,2,2,0.2,0.03,0.11,0.14,5,0.03
苹果(青香蕉苹果),49,0,11.8,0.1,86.3,1.3,0.2,0,20,3,0.02,0.02,0.2,3,0.37,83,1.3,9,4,0.2,0.03,0.04,0.07,7,0.07
苹果(秋里蒙苹果),35,0.2,8.2,0.2,87.5,3.7,0.2,0,0,0,0.03,0.01,0.8,0,0,0,0,0,0,0,0,0,0,0,0
苹果(倭锦苹果),50,0.2,11.9,0.2,85.8,1.7,0.2,0,50,8,0,0.01,0.2,1,0,70,0.6,4,0,0.6,0,0.45,0,0,0.03
苹果(香玉苹果),59,0.5,14,0.1,83.4,1.7,0.3,0,60,10,0.03,0.02,0,6,0.84,173,2.6,3,3,0.3,0.02,0.03,0.01,6,0
苹果(印度苹果),44,0.6,9.9,0.2,84,4.9,0.4,0,20,3,0.04,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0
苹果(祝光苹果),46,0.4,11,0.1,86.7,1.5,0.3,0,10,2,0.05,0.01,0,2,0.07,140,1.7,3,1,0.3,0.02,0,0.07,5,0
苹果脯,336,0.6,83.3,0.1,14.2,1.6,0.2,0,70,12,0.01,0.09,0.1,0,0.44,67,12.8,9,5,1.6,0.05,0.16,0.12,12,0.16
苹果罐头,39,0.2,9,0.2,89.2,1.3,0.1,0,0,0,0,0,0,0,0,50,6.2,26,7,0.7,0.05,0.2,0.03,8,4.64
苹果酱,277,0.4,68.7,0.1,30.4,0.3,0.1,0,0,0,0.28,0.02,0,1,0,26,11,2,3,1.3,0,0.08,0.03,3,0
鲆,105,20.8,0,3.2,75.9,0,1.9,0,0,0,0.11,0,4.5,0,0.5,317,66.7,55,55,1,0.04,0.53,0.02,178,36.97
葡萄,43,0.5,9.9,0.2,88.7,0.4,0.3,0,50,8,0.04,0.02,0.2,25,0.7,104,1.3,5,8,0.4,0.06,0.18,0.09,13,0.2
葡萄(红玫瑰),37,0.4,8.5,0.2,88.5,2.2,0.2,0,0,0,0.03,0.02,0,5,1.66,119,1.5,17,8,0.3,0.08,0.17,0.17,13,0
葡萄(巨峰),50,0.4,11.6,0.2,87,0.4,0.4,0,30,5,0.03,0.01,0.1,4,0.34,128,2,7,6,0.6,0.04,0.14,0.1,17,0.5
葡萄(马奶子),40,0.5,8.7,0.4,89.6,0.4,0.4,0,50,8,0,0.03,0.8,0,0,0,0,0,0,0,0,0,0,0,0
葡萄(玫瑰香),50,0.4,11.1,0.4,86.9,1,0.2,0,20,3,0.02,0.02,0.2,4,0.86,126,2.4,8,4,0.1,0.04,0.03,0.18,14,0.11
葡萄(紫),43,0.7,9.3,0.3,88.4,1,0.3,0,60,10,0.03,0.01,0.3,3,0,151,1.8,10,9,0.5,0.12,0.33,0.27,10,0.07
葡萄干,341,2.5,81.8,0.4,11.6,1.6,2.1,0,0,0,0.09,0,0,5,0,995,19.1,52,45,9.1,0.39,0.18,0.48,90,2.74
蒲包干,135,12.1,8.9,5.7,72.5,0,0.8,0,0,0,0.02,0.01,0,0,14.09,236,633.1,134,21,9.1,0.98,1.73,0.22,57,0
蒲瓜,14,0.7,2.7,0.1,95.3,0.8,0.4,0,40,7,0.02,0.01,0.4,11,0,87,0.6,16,7,0.4,0.08,0.14,0.04,15,0.49
普大香杏丁蘑,207,22.4,29,0.2,14.1,24.9,9.4,0,0,0,0,3.11,0,0,0,238,13.4,17,0,113.2,2.84,7.78,5.11,73,15.3
普中红蘑,214,18.4,33.5,0.7,12.3,24.6,10.5,0,0,0,0,1.16,0,0,0,169,4.3,14,0,235.1,3.75,3.14,0.51,35,91.7
麒麟鸟,171,21.4,2.2,8.5,66.8,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
起酥,499,8.7,44.8,31.7,12.9,0.3,1.6,0,0,55,0.07,0.05,0,0,5.37,73,493.9,0,24,2.5,0.31,0.46,0.08,68,6.63
汽水(橙汁汽水),20,0,5.1,0,94.9,0,0,0,60,10,0,0.02,0,0,0,3,8.1,10,2,0.1,0,0.02,0.08,0,0
汽水(柠檬汽水),38,0,9.5,0,90.5,0,0,0,0,0,0,0,0,0,0,0,3.3,9,4,0,0,0,0.07,0,0
汽水(特制),42,0,10.5,0,89.5,0,0,0,40,7,0,0.03,0.7,0,0,4,5.8,8,2,0.1,0,0.02,0,1,0
汽水(特制柠檬汽水),50,0,12.5,0,87.5,0,0,0,0,0,0.21,0,0,0,0,2,4.4,8,1,0.1,0,0.02,0,1,0
千张,260,24.5,4.5,16,52,1,2,0,30,5,0.04,0.05,0.2,0,23.38,94,20.6,313,80,6.4,1.96,2.52,0.46,309,1.75
前肘(猪),338,15.1,0,31.5,54.3,0,0.6,13,0,13,0.23,0.14,2,0,0.71,117,66.1,5,17,1.2,0,0.82,0.18,106,3.24
芡粉,346,1.5,85,0,12.6,0.8,0.1,0,0,0,0.01,0,0.2,0,0,16,13.3,34,14,3.6,0.08,0.18,0.06,25,0.37
芡实米,351,8.3,78.7,0.3,11.4,0.9,0.4,0,0,0,0.3,0.09,0.4,0,0,60,28.4,37,16,0.5,1.51,1.24,0.63,56,6.03
荞菜,11,0.7,1.5,0.2,95.6,1.2,0.8,0,290,48,0.02,0.02,1.8,5,0.27,262,109.4,89,9,1.1,0.198,0.42,0.05,26,1.5
荞麦,324,9.3,66.5,2.3,13,6.5,2.4,0,20,3,0.28,0.16,2.2,0,4.4,401,4.7,47,258,6.2,2.04,3.62,0.56,297,2.45
巧克力,586,4.3,51.9,40.1,1,1.5,1.2,0,0,0,0.06,0.08,1.4,3,1.62,254,111.8,111,56,1.7,0.61,1.02,0.23,114,1.2
巧克力(酒芯),400,1.3,71.8,12,13.8,0.4,0.7,0,0,0,0.06,0.34,0.2,0,2.64,76,35.6,128,88,2.3,0.28,0.44,1.28,55,1.2
巧克力(维夫),572,8.2,48.5,38.4,2.1,1.2,1.6,0,0,0,0.08,0.07,0.4,0,11.66,292,111.2,61,69,5.5,0.93,1.36,0.3,128,0
巧克力豆奶,39,2.9,5.9,0.5,90.4,0,0.4,0,0,0,0.01,0.03,0.2,0,6,57,25.4,17,19,0.4,0.04,0.18,0.07,36,0.43
茄子,21,1.1,3.6,0.2,93.4,1.3,0.4,0,50,8,0.02,0.04,0.6,5,1.13,142,5.4,24,13,0.5,0.13,0.23,0.1,2,0.48
茄子(绿皮),25,1,4,0.6,92.8,1.2,0.4,0,120,20,0.02,0.2,0.6,7,0.55,162,6.8,12,13,0.1,0.07,0.24,0.05,2,0.64
芹菜(茎),20,1.2,3.3,0.2,93.1,1.2,1,0,340,57,0.02,0.06,0.4,8,1.32,206,159,80,18,1.2,0.16,0.24,0.09,38,0.57
芹菜(水芹菜),13,1.4,1.3,0.2,96.2,0.9,0,0,380,63,0.01,0.19,1,5,0.32,212,40.9,38,16,6.9,0.79,0.38,0.1,32,0.81
芹菜(叶),31,2.6,3.7,0.6,89.4,2.2,1.5,0,2930,488,0.08,0.15,0.9,22,2.5,137,83,40,58,0.6,0.54,1.14,0.99,64,2
秦海啤酒,35,0.4,0,0,0,0,1,0,0,0,0.24,0.01,0,0,0,25,4.3,4,6,0,0,0,0,6,0
青菜,15,1.5,1.6,0.3,94.5,1.1,1,0,1680,280,0.02,0.09,0.7,28,0.7,178,73.5,90,18,1.9,0.27,0.51,0.08,36,1.17
青菜,15,1.5,1.6,0.3,94.5,1.1,1,0,1680,280,0.02,0.09,0.7,28,0.7,178,73.5,90,18,1.9,0.27,0.51,0.08,36,1.17
青豆(干),373,34.6,22.7,16,9.5,12.6,4.6,0,790,132,0.41,0.18,3,0,10.09,718,1.8,200,128,8.4,2.25,3.18,1.38,395,5.62
青混,116,20.1,0.2,4.2,73.9,0,2.4,42,0,42,0.03,0.07,2.9,0,0.81,325,47.4,31,32,0.9,0.04,0.96,0.06,184,37.69
青稞,298,10.2,61.6,1.2,12.1,13.4,1.5,0,0,0,0.32,0.21,3.6,0,1.25,0,0,0,0,0,0,0,0,0,0
青稞(甜胚子),130,5.2,26.8,0.2,66.9,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青稞酒,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5,1,0,0,0.18,0.01,0,0.81
青鳞鱼,116,20.1,0.2,4.2,73.9,0,2.4,42,0,42,0.03,0.07,2.9,0,0.81,325,47.4,31,32,0.9,0.04,0.96,0.06,184,37.69
青梅果脯,308,1.2,74.5,0.6,20,2.9,0.8,0,10,2,0,0.33,0.1,4,88,23,222.8,106,11,4,0.08,0.16,0.43,12,0.23
青鲇鱼,155,19.9,2.2,7.4,69.1,0,1.4,38,0,38,0.08,0.12,8.8,0,0.55,263,87.7,50,47,1.5,0.04,1.02,0.09,247,57.98
青皮鱼,116,20.1,0.2,4.2,73.9,0,2.4,42,0,42,0.03,0.07,2.9,0,0.81,325,47.4,31,32,0.9,0.04,0.96,0.06,184,37.69
青蒜,30,2.4,4.5,0.3,90.4,1.7,0.7,0,590,98,0.06,0.04,0.6,16,0.8,168,9.3,24,17,0.8,0.15,0.23,0.05,25,1.27
青蛙,93,20.5,0,1.2,79.4,0,1,7,0,7,0.26,0.28,9,0,0.55,280,11.8,127,20,1.5,0.04,1.15,0.05,200,16.1
青蛙腿,79,11.8,4.7,1.4,81.7,0,0.4,0,0,0,0.01,0.05,6.6,0,0.58,92,215.2,121,13,1.7,0.01,1.4,0,7,7
青蟹,80,14.6,1.7,1.6,79.8,0,2.3,2,0,402,0.02,0.39,2.3,0,2.97,206,192.9,228,42,0.9,0.17,4.34,2.84,262,75.9
青鱼,116,20.1,0.2,4.2,73.9,0,2.4,42,0,42,0.03,0.07,2.9,0,0.81,325,47.4,31,32,0.9,0.04,0.96,0.06,184,37.69
青砖鱼,155,19.9,2.2,7.4,69.1,0,1.4,38,0,38,0.08,0.12,8.8,0,0.55,263,87.7,50,47,1.5,0.04,1.02,0.09,247,57.98
青子,340,46.5,27.4,4.9,12.2,0,9,20,0,20,0.07,0.31,5.1,0.41,0.41,586,1175,107,303,88.8,7.8,13.63,2.05,791,121.2
清爽型啤酒(6度),30,0.4,0,0,0,0,0.1,0,0,0,0.24,0.01,0,0,0,25,4.3,4,6,0,0,0,0,6,0
琼脂,311,1.1,76.2,0.2,21.1,0.1,1.3,0,0,0,0,0,0,0,0,11,303,100,70,7,1.4,6.3,0.3,7,2.1
秋葵,37,2,7.1,0.1,86.2,3.9,0.7,0,310,52,0.05,0.09,1,4,1.03,95,3.9,45,29,0.1,0.28,0.23,0.07,6,0.51
楸子,73,0.3,17.4,0.2,79.9,1.8,0.4,0,710,118,0.05,0.03,0.2,20,0.25,263,0.6,15,13,0.4,0.11,0.04,0.11,16,0
球茎甘蓝,29,2.3,5,0,88,3.6,1.1,0,30,5,0.09,0.04,0.6,13,0,0,0,0,0,0,0,0,0,0,0
曲酒(55度),330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
全蛋粉,545,43.4,11.3,36.2,2.5,0,6.6,525,0,525,0.05,0.4,0,0,11.56,357,393.2,954,46,10.5,0.22,5.95,0.28,780,39.1
全料蒸肉粉,342,8.9,73.9,1.2,7.8,0.4,7.8,0,0,0,0.01,0.32,1.1,0,0,140,1678.8,52,31,6.5,0,2.3,0.28,125,60.78
热干面,152,4.2,28.5,2.4,63,0.2,1.7,0,0,0,0,0,0,0,0.29,46,165.8,67,20,2.8,0,0,0.29,58,5.97
人参果,308,1.2,74.5,0.6,20,2.9,0.8,0,10,2,0,0.33,0.1,4,88,23,222.8,106,11,4,0.08,0.16,0.43,12,0.23
肉豆蔻,465,8.1,28.9,35.2,11.1,14.4,2.3,0,0,0,0,0.26,0,0,5.9,25.6,25.6,42,0,1.3,1.09,1.53,1.14,26,0.46
肉桂,231,51.7,0,2.7,11.5,39.6,2.6,0,0,0,0.01,0.1,0,0,7.9,0.6,0.6,88,0,0.4,10.81,0.23,0.63,1,0.8
肉香饼,435,6.2,66.5,16,7.8,1.4,3.1,0,0,0,0,0,0,0,2.17,85,493.1,29,27,3,0,0.13,0.16,88,4.6
乳儿糕,365,11.7,73.5,2.7,10.3,0,1.2,0,0,0,0.27,0.07,2,1,0,232,122.6,143,66,3.4,0.97,1.5,0.18,272,3.2
乳黄瓜,32,1.7,5.6,0.3,81.3,1.8,9.3,0,0,0,0.03,0.03,0.3,7,0.21,220,3087.1,44,33,3.1,0.24,0.55,0.29,21,1.57
软五花,349,7.7,0,35.3,56.8,0,0.2,39,0,39,0.14,0.06,2,0,0.49,53,36.7,5,5,0.8,0,0.73,0.13,67,2.22
软枣,228,1.7,54.7,0.3,39,2.6,1.7,0,40,7,0,0,2.1,0,1.88,478,6.3,108,32,1.2,0.59,0.44,0.21,63,0.53
三刀蜜,383,4.1,67.9,10.5,15.5,1.4,0.6,0,0,0,0.07,0,0,0,11.69,73,20,97,41,4.6,0.48,7.77,3.19,76,15.38
三粮小麦(55度),330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.08,0,0
三鲜豆皮,240,6,31,10.2,51.2,0,1.6,74,0,74,0.05,0.08,0,0,2.83,21,207,4,3,1.3,0,0.58,0.12,47,0
桑葚,49,1.7,9.7,0.4,82.8,4.1,1.3,0,30,5,0.02,0.06,0,0,9.87,32,2,37,0,0.4,0.28,0.26,0.07,33,5.65
桑葚(干),239,21.1,24.9,6.1,10.7,29.3,7.9,0,0,0,0.35,0.61,4.8,7,32.68,159,28.1,622,332,42.5,3.18,6.15,1.57,486,34
色拉油,898,0,0,99.8,0.2,0,0,0,0,0,0,0,0,0,24.01,3,5.1,18,1,1.7,0.01,0.23,0.05,1,1.87
沙蒿(引进),95,0.9,17.7,2.3,78,0.6,0.5,0,20200,3367,0.08,0.1,0.2,160,5.82,0,0,0,0,0,0,0,0,0,0
沙棘,95,0.9,17.7,2.3,78,0.6,0.5,0,20200,3367,0.08,0.1,0.2,160,5.82,0,0,0,0,0,0,0,0,0,0
沙棘果汁,44,0.9,8.9,0.5,87.5,1.7,0.5,0,0,0,0,0,0,8,0,53,5.4,10,1,15.2,0.1,0.08,0.05,3,0.51
沙梭,84,18.4,1.2,0.6,78.5,0,1.3,12,0,12,0.03,0.04,2.1,0,0.19,211,173.6,120,40,1.5,0.06,0.75,0.11,220,21.27
沙鲻,88,19.8,0,1.1,78,0,1.3,0,0,0,0.01,0.03,2,0,0.26,136,91.5,184,30,1.4,0.07,0.16,0.02,183,48.95
沙子面,362,9.9,78.2,1.1,10.6,0,0.2,0,0,0,0.01,0.08,1.1,0,0,94,0,19,23,0.9,0.46,0.59,0.08,83,7.3
砂仁,208,8.1,40.4,1.5,13.3,28.6,8.1,0,0,0,0.02,0.11,2.3,0,0.42,21.6,21.6,80,232,0.6,22.96,6.07,1.29,67,4.2
鲨鱼,110,22.2,0,3.2,75.1,0,1.3,21,0,21,0.01,0.05,3.1,0,0.58,285,102.2,41,30,0.9,0.03,0.73,0.06,212,57.02
山核桃(干),601,18,18.8,50.4,2.2,7.4,3.2,0,30,5,0.16,0.09,0.5,0,65.55,237,250.7,57,306,6.8,8.16,6.42,2.14,521,0.87
山核桃(熟),596,7.9,26.8,50.8,2.2,7.8,4.5,0,0,0,0.02,0.09,1,0,14.08,241,430.3,133,5,5.4,0.15,12.59,0.45,222,0
山里红,95,0.5,22,0.6,73,3.1,0.8,0,100,17,0.02,0.02,0.4,53,7.32,299,5.4,52,19,0.9,0.24,0.28,0.11,24,1.22
山杨梅,28,0.8,5.7,0.2,92,1,0.3,0,40,7,0.01,0.05,0.3,9,0.81,149,0.7,14,10,1,0.72,0.14,0.02,8,0.31
山药,56,1.9,11.6,0.2,84.8,0.8,0.7,0,20,7,0.05,0.02,0.3,5,0.24,213,18.6,16,20,0.3,0.12,0.27,0.24,34,0.55
山药(干),324,9.4,69.4,1,15,1.4,3.8,0,0,0,0.25,0.28,0,0,0.44,269,104.2,62,0,0.4,0.23,0.95,0.63,17,3.08
山楂晶,80,0,0,0,0,0,0.5,0,0,0,0.02,0.02,0,0,0,49,0,90,30,0.3,0.33,0.5,0.02,26,0
山楂精,386,0.1,95.9,0.2,3.6,0,0.2,0,0,0,0.32,1.34,0.6,0,0,32,57.7,37,8,1.7,0.01,0.15,0.01,3,0
山楂球,369,0.5,91.7,0,6.6,0.9,0.3,0,0,0,0.4,0,0.7,0,0,88,160.4,58,20,2.3,0,0,0.27,10,0
善酿酒,36,2,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,1,0.4,0,4,0,0.2,0.49,0.04,0,1.3
鳝鱼,89,18,1.2,1.4,78,0,1.4,50,0,50,0.06,0.98,3.7,0,1.34,263,70.2,42,18,2.5,2.22,1.97,0.05,206,34.56
烧饼,326,11.5,47.6,9.9,27.3,2.5,1.2,0,0,0,0.03,0.01,0,0,5.19,145,84.1,40,0,6.9,1.1,1.39,0.33,180,13.2
烧饼(糖),302,8,62.7,2.1,25.9,0,1.3,0,0,0,0,0.01,1.1,0,0.39,122,62.5,51,26,1.6,0,0.36,0.15,105,12.16
烧鹅,190,20.9,5.2,9.5,63.3,0,1.1,63,0,63,0.01,0.21,0.5,0,1.08,23,201.2,16,8,1.9,0,2.2,0.16,62,0
烧麦,238,9.2,25.6,11,51,2.3,0.9,0,0,0,0.07,0.07,0,0,0.68,69,0,10,25,2.1,0.43,1.09,0.08,84,9.7
舌鳎,83,17.7,0.1,1.4,79.8,0,1.5,6,0,6,0.03,0.05,2.1,0,0.64,309,138.8,57,27,1.5,0.04,0.05,0.04,168,34.63
舌头鱼,83,17.7,0.1,1.4,79.8,0,1.5,6,0,6,0.03,0.05,2.1,0,0.64,309,138.8,57,27,1.5,0.04,0.05,0.04,168,34.63
蛇,91,15.7,3.3,1.7,78.5,0,0.8,23,0,23,0.05,0.4,3.5,0,0.93,153,98.6,49,27,8.9,0.36,2.92,0.43,13,6.06
蛇,90,14.4,5.9,1,77.7,0,1,32,0,32,0.12,0.34,9.1,0,0.53,189,85.8,57,16,1.5,0.04,2.55,0.06,92,0
蛇(饭铲头蛇),97,17.2,4,0.4,77.2,0,1.2,0,0,0,0.02,0.13,5.6,0,0.79,202,105.2,13,18,8,0.03,4.27,0.22,116,12.44
蛇(过树榕蛇),81,19.7,0,0.2,80.6,0,1,0,0,0,0.01,0.1,7.2,0,0.35,284,90.6,16,17,0.9,0,0.71,0.13,100,6.67
蛇(三索线蛇),81,20.1,0,0.1,80.3,0,0.9,0,0,0,0.02,0.08,3.9,0,0.57,210,104.4,41,20,2.2,0.02,4.7,0.12,94,3.14
